,time,flex sensor,"actuator position, command","actuator position, measured",force,"""Trial Number""","""Target Angle""",newForce
731,1673.7879999999998,180.0,4.0,4.0,-23.29,0.0,150.0,-0.8778906249999991
732,1674.241,180.0,4.0,4.021136063408191,-23.55,0.0,150.0,-1.1378906250000007
733,1674.693,180.0,4.0,3.9788639365918113,-23.55,0.0,150.0,-1.1378906250000007
734,1675.146,179.0,4.0,3.91545574636724,-23.82,0.0,150.0,-1.4078906250000003
735,1675.599,178.0,4.213333333333333,3.936591809775429,-23.64,0.0,150.0,-1.2278906250000006
736,1676.0510000000002,177.0,4.213333333333333,3.957727873183618,-23.64,0.0,150.0,-1.2278906250000006
737,1676.504,176.0,4.213333333333333,3.936591809775429,-23.64,0.0,150.0,-1.2278906250000006
738,1676.9560000000001,175.0,4.213333333333333,4.0,-23.64,0.0,150.0,-1.2278906250000006
739,1677.4089999999999,172.0,4.426666666666667,3.8943196829590505,-23.55,0.0,150.0,-1.1378906250000007
740,1677.861,171.0,4.426666666666667,3.957727873183618,-23.55,0.0,150.0,-1.1378906250000007
741,1678.3139999999999,171.0,4.426666666666667,3.9788639365918113,-23.55,0.0,150.0,-1.1378906250000007
742,1678.767,171.0,4.426666666666667,3.936591809775429,-23.55,0.0,150.0,-1.1378906250000007
743,1679.22,171.0,4.426666666666667,3.957727873183618,-23.29,0.0,150.0,-0.8778906249999991
744,1679.672,171.0,4.426666666666667,3.9788639365918113,-23.38,0.0,150.0,-0.967890624999999
745,1680.125,171.0,4.426666666666667,3.957727873183618,-23.29,0.0,150.0,-0.8778906249999991
746,1680.578,168.0,4.64,3.9788639365918113,-23.2,1.0,135.0,-0.7878906249999993
747,1681.03,168.0,4.64,4.04227212681638,-23.29,1.0,135.0,-0.8778906249999991
748,1681.484,168.0,4.64,3.9788639365918113,-23.29,1.0,135.0,-0.8778906249999991
749,1681.9360000000001,168.0,4.64,3.936591809775429,-23.29,1.0,135.0,-0.8778906249999991
750,1682.389,168.0,4.64,4.021136063408191,-2326.46,1.0,135.0,-2304.047890625
751,1682.842,165.0,4.8533333333333335,3.936591809775429,-23.29,1.0,135.0,-0.8778906249999991
752,1683.2939999999999,162.0,5.066666666666666,3.936591809775429,-23.29,1.0,135.0,-0.8778906249999991
753,1683.747,162.0,5.066666666666666,3.9788639365918113,-23.29,1.0,135.0,-0.8778906249999991
754,1684.2,160.0,5.066666666666666,3.957727873183618,-23.29,1.0,135.0,-0.8778906249999991
755,1684.652,157.0,5.28,3.9788639365918113,-23.29,1.0,135.0,-0.8778906249999991
756,1685.105,151.0,5.493333333333332,3.8943196829590505,-23.29,1.0,135.0,-0.8778906249999991
757,1685.557,150.0,5.706666666666668,3.957727873183618,-23.29,2.0,180.0,-0.8778906249999991
758,1686.01,150.0,5.706666666666668,3.9788639365918113,-23.29,2.0,180.0,-0.8778906249999991
759,1686.463,150.0,5.706666666666668,3.9788639365918113,-23.29,2.0,180.0,-0.8778906249999991
760,1686.915,150.0,5.706666666666668,4.0,-23.47,2.0,180.0,-1.0578906249999989
761,1687.369,150.0,5.706666666666668,3.936591809775429,-23.29,2.0,180.0,-0.8778906249999991
762,1687.8210000000001,150.0,5.706666666666668,4.0,-23.12,2.0,180.0,-0.707890625000001
763,1688.274,150.0,5.706666666666668,3.957727873183618,-23.03,2.0,180.0,-0.6178906250000011
764,1688.727,150.0,5.706666666666668,4.0,-23.12,2.0,180.0,-0.707890625000001
765,1689.18,150.0,5.706666666666668,3.91545574636724,-23.2,2.0,180.0,-0.7878906249999993
766,1689.632,151.0,5.493333333333332,3.957727873183618,-23.2,2.0,180.0,-0.7878906249999993
767,1690.085,155.0,5.28,3.8943196829590505,-22.94,2.0,180.0,-0.5278906250000013
768,1690.5379999999998,157.0,5.28,3.936591809775429,-23.2,2.0,180.0,-0.7878906249999993
769,1690.99,162.0,5.066666666666666,3.936591809775429,-23.2,2.0,180.0,-0.7878906249999993
770,1691.443,166.0,4.8533333333333335,3.957727873183618,-23.2,2.0,180.0,-0.7878906249999993
