,oldTime,flex sensor,"actuator position, command","actuator position, measured",force,Trial Number,Target Angle,time
0,46.405,180.0,4.0,3.7659574468085104,0.0,0.0,0.0,46.405
1,46.858000000000004,180.0,4.0,3.893617021276597,0.0,0.0,0.0,46.858000000000004
2,47.31,180.0,4.0,3.8297872340425516,0.0,0.0,0.0,47.31
3,47.763999999999996,180.0,4.0,3.9148936170212782,0.0,0.0,0.0,47.763999999999996
4,48.216,180.0,4.0,3.8510638297872326,-0.09,0.0,0.0,48.216
5,48.669,180.0,4.0,3.7872340425531914,0.0,0.0,0.0,48.669
6,49.121,180.0,4.0,3.97872340425532,0.0,0.0,0.0,49.121
7,49.574,180.0,4.0,3.9148936170212782,0.0,0.0,0.0,49.574
8,50.027,180.0,4.0,3.893617021276597,0.0,0.0,0.0,50.027
9,50.479,180.0,4.0,3.872340425531913,0.0,0.0,0.0,50.479
10,50.931999999999995,180.0,4.0,3.893617021276597,0.0,0.0,0.0,50.931999999999995
11,51.385,180.0,4.0,3.8297872340425516,0.0,0.0,0.0,51.385
12,51.838,180.0,4.0,3.9361702127659584,-0.18,0.0,0.0,51.838
13,52.29,180.0,4.0,3.8510638297872326,0.09,0.0,0.0,52.29
14,52.743,180.0,4.0,3.893617021276597,0.09,0.0,0.0,52.743
15,53.196000000000005,180.0,4.0,4.0,-0.09,0.0,0.0,53.196000000000005
16,53.648,180.0,4.0,3.808510638297872,0.0,0.0,0.0,53.648
17,54.101000000000006,180.0,4.0,3.8297872340425516,0.0,0.0,0.0,54.101000000000006
18,54.553000000000004,180.0,4.0,3.8297872340425516,0.09,0.0,0.0,54.553000000000004
19,55.007,180.0,4.0,3.893617021276597,0.09,0.0,0.0,55.007
20,55.458999999999996,180.0,4.0,3.893617021276597,0.18,0.0,0.0,55.458999999999996
21,55.912,180.0,4.0,3.893617021276597,0.09,0.0,0.0,55.912
22,56.364,180.0,4.0,3.8510638297872326,0.09,0.0,0.0,56.364
23,56.818000000000005,180.0,4.0,3.893617021276597,0.09,0.0,0.0,56.818000000000005
24,57.27,180.0,4.0,3.8297872340425516,0.18,0.0,0.0,57.27
25,57.723,180.0,4.0,3.872340425531913,0.09,0.0,0.0,57.723
26,58.175,180.0,4.0,3.872340425531913,0.09,0.0,0.0,58.175
27,58.628,180.0,4.0,3.872340425531913,0.09,0.0,0.0,58.628
28,59.082,180.0,4.0,3.9574468085106385,0.09,0.0,0.0,59.082
